Indicator1,Indicator2,Absolute_Correlation,Indicator1_Code,Indicator2_Code,Is_Highly_Correlated
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)","Automated teller machines (ATMs) (per 100,000 adults)",0.6814150905724419,FX.OWN.TOTL.OL.ZS,FB.ATM.TOTL.P5,False
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",Domestic credit provided by financial sector (% of GDP),0.6810657920081513,FX.OWN.TOTL.OL.ZS,FS.AST.DOMS.GD.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",Domestic credit provided by financial sector (% of GDP),0.6806953441694455,FX.OWN.TOTL.PL.ZS,FS.AST.DOMS.GD.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)","Depositors with commercial banks (per 1,000 adults)",0.6798882800514628,FX.OWN.TOTL.FE.ZS,FB.CBK.DPTR.P3,False
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)","Automated teller machines (ATMs) (per 100,000 adults)",0.6791611188822277,FX.OWN.TOTL.40.ZS,FB.ATM.TOTL.P5,False
Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),"Depositors with commercial banks (per 1,000 adults)",0.679094279623068,FX.OWN.TOTL.ZS,FB.CBK.DPTR.P3,False
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",Domestic credit to private sector (% of GDP),0.6778240121463465,FX.OWN.TOTL.SO.ZS,FS.AST.PRVT.GD.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)","Automated teller machines (ATMs) (per 100,000 adults)",0.6750898941885926,FX.OWN.TOTL.60.ZS,FB.ATM.TOTL.P5,False
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",Domestic credit provided by financial sector (% of GDP),0.673806691701766,FX.OWN.TOTL.60.ZS,FS.AST.DOMS.GD.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",Domestic credit to private sector by banks (% of GDP),0.6731920077935075,FX.OWN.TOTL.SO.ZS,FD.AST.PRVT.GD.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)","Depositors with commercial banks (per 1,000 adults)",0.6722616003530757,FX.OWN.TOTL.OL.ZS,FB.CBK.DPTR.P3,False
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Domestic credit provided by financial sector (% of GDP),0.6711345291856746,FX.OWN.TOTL.MA.ZS,FS.AST.DOMS.GD.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",Monetary Sector credit to private sector (% GDP),0.6682481132157971,FX.OWN.TOTL.SO.ZS,FM.AST.PRVT.GD.ZS,False
"Automated teller machines (ATMs) (per 100,000 adults)",Domestic credit provided by financial sector (% of GDP),0.6677851919492683,FB.ATM.TOTL.P5,FS.AST.DOMS.GD.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)","Automated teller machines (ATMs) (per 100,000 adults)",0.6647111141863508,FX.OWN.TOTL.MA.ZS,FB.ATM.TOTL.P5,False
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)","Depositors with commercial banks (per 1,000 adults)",0.6636176820136254,FX.OWN.TOTL.MA.ZS,FB.CBK.DPTR.P3,False
Broad money growth (annual %),"Inflation, GDP deflator (annual %)",0.6607524380559077,FM.LBL.BMNY.ZG,NY.GDP.DEFL.KD.ZG,False
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)","Depositors with commercial banks (per 1,000 adults)",0.6601215755055646,FX.OWN.TOTL.60.ZS,FB.CBK.DPTR.P3,False
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)","Depositors with commercial banks (per 1,000 adults)",0.6584447530354737,FX.OWN.TOTL.40.ZS,FB.CBK.DPTR.P3,False
Broad money growth (annual %),"Inflation, consumer prices (annual %)",0.6527376540367897,FM.LBL.BMNY.ZG,FP.CPI.TOTL.ZG,False
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",Domestic credit provided by financial sector (% of GDP),0.6513354678188719,FX.OWN.TOTL.SO.ZS,FS.AST.DOMS.GD.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)","Depositors with commercial banks (per 1,000 adults)",0.6510097053118261,FX.OWN.TOTL.YG.ZS,FB.CBK.DPTR.P3,False
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)","Borrowers from commercial banks (per 1,000 adults)",0.6499627670939756,FX.OWN.TOTL.SO.ZS,FB.CBK.BRWR.P3,False
"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)","Borrowers from commercial banks (per 1,000 adults)",0.6491084149636651,FX.OWN.TOTL.YG.ZS,FB.CBK.BRWR.P3,False
"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)","Automated teller machines (ATMs) (per 100,000 adults)",0.643832559281339,FX.OWN.TOTL.YG.ZS,FB.ATM.TOTL.P5,False
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)","Automated teller machines (ATMs) (per 100,000 adults)",0.6409883819070108,FX.OWN.TOTL.SO.ZS,FB.ATM.TOTL.P5,False
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)","Automated teller machines (ATMs) (per 100,000 adults)",0.6382840063092619,FX.OWN.TOTL.PL.ZS,FB.ATM.TOTL.P5,False
Real interest rate (%),"Risk premium on lending (lending rate minus treasury bill rate, %)",0.6371666274935042,FR.INR.RINR,FR.INR.RISK,False
Claims on other sectors of the domestic economy (% of GDP),"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.6315778860019045,FS.AST.DOMO.GD.ZS,SG.TIM.UWRK.FE,False
"Borrowers from commercial banks (per 1,000 adults)","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",0.6156225359233415,FB.CBK.BRWR.P3,SG.DMK.SRCR.FN.ZS,False
Average transaction cost of sending remittances to a specific country (%),Wholesale price index (2010 = 100),0.6144715161691939,SI.RMT.COST.IB.ZS,FP.WPI.TOTL,False
Broad money to total reserves ratio,Claims on other sectors of the domestic economy (% of GDP),0.6135502611713259,FM.LBL.BMNY.IR.ZS,FS.AST.DOMO.GD.ZS,False
"Automated teller machines (ATMs) (per 100,000 adults)",Domestic credit to private sector (% of GDP),0.6056497576730252,FB.ATM.TOTL.P5,FS.AST.PRVT.GD.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)","Depositors with commercial banks (per 1,000 adults)",0.6004274340450585,FX.OWN.TOTL.SO.ZS,FB.CBK.DPTR.P3,False
Average transaction cost of sending remittances from a specific country (%),"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.5996477585154838,SI.RMT.COST.OB.ZS,SG.DMK.ALLD.FN.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)","Depositors with commercial banks (per 1,000 adults)",0.5974824220240121,FX.OWN.TOTL.PL.ZS,FB.CBK.DPTR.P3,False
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",Wholesale price index (2010 = 100),0.58335475482234,SG.TIM.UWRK.FE,FP.WPI.TOTL,False
"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",Women who were first married by age 18 (% of women ages 20-24),0.5798819127875721,SG.DMK.ALLD.FN.ZS,SP.M18.2024.FE.ZS,False
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",Women who were first married by age 15 (% of women ages 20-24),0.5751717802798796,SG.DMK.SRCR.FN.ZS,SP.M15.2024.FE.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",Women who were first married by age 18 (% of women ages 20-24),0.5750872333634298,FX.OWN.TOTL.YG.ZS,SP.M18.2024.FE.ZS,False
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",Women who were first married by age 18 (% of women ages 20-24),0.5692436959211421,SG.DMK.SRCR.FN.ZS,SP.M18.2024.FE.ZS,False
"Automated teller machines (ATMs) (per 100,000 adults)",Domestic credit to private sector by banks (% of GDP),0.5679111001942557,FB.ATM.TOTL.P5,FD.AST.PRVT.GD.ZS,False
"Inflation, consumer prices (annual %)",Real effective exchange rate index (2010 = 100),0.5678346632416723,FP.CPI.TOTL.ZG,PX.REX.REER,False
"Automated teller machines (ATMs) (per 100,000 adults)",Monetary Sector credit to private sector (% GDP),0.5673838663984456,FB.ATM.TOTL.P5,FM.AST.PRVT.GD.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Women who were first married by age 18 (% of women ages 20-24),0.5671141967327639,FX.OWN.TOTL.FE.ZS,SP.M18.2024.FE.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Women Business and the Law Index Score (scale 1-100),0.5646598800409686,FX.OWN.TOTL.FE.ZS,SG.LAW.INDX,False
Consumer price index (2010 = 100),Real effective exchange rate index (2010 = 100),0.5619889170374005,FP.CPI.TOTL,PX.REX.REER,False
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",Women who were first married by age 18 (% of women ages 20-24),0.5566871773770705,SG.TIM.UWRK.FE,SP.M18.2024.FE.ZS,False
Broad money to total reserves ratio,Domestic credit provided by financial sector (% of GDP),0.5518744007137799,FM.LBL.BMNY.IR.ZS,FS.AST.DOMS.GD.ZS,False
"Automated teller machines (ATMs) (per 100,000 adults)","Commercial bank branches (per 100,000 adults)",0.5493343474330069,FB.ATM.TOTL.P5,FB.CBK.BRCH.P5,False
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",Broad money (% of GDP),0.5466758821603546,FX.OWN.TOTL.PL.ZS,FM.LBL.BMNY.GD.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",Women who were first married by age 18 (% of women ages 20-24),0.5455724659139375,FX.OWN.TOTL.40.ZS,SP.M18.2024.FE.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)","Commercial bank branches (per 100,000 adults)",0.5450188281318453,FX.OWN.TOTL.FE.ZS,FB.CBK.BRCH.P5,False
Broad money growth (annual %),Claims on other sectors of the domestic economy (annual growth as % of broad money),0.5446550010611771,FM.LBL.BMNY.ZG,FM.AST.DOMO.ZG.M3,False
Domestic credit provided by financial sector (% of GDP),"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.5413748269880846,FS.AST.DOMS.GD.ZS,SG.DMK.ALLD.FN.ZS,False
Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),Women who were first married by age 18 (% of women ages 20-24),0.5398963817920144,FX.OWN.TOTL.ZS,SP.M18.2024.FE.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)","Commercial bank branches (per 100,000 adults)",0.5387964925464219,FX.OWN.TOTL.OL.ZS,FB.CBK.BRCH.P5,False
Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),"Commercial bank branches (per 100,000 adults)",0.5373781581501267,FX.OWN.TOTL.ZS,FB.CBK.BRCH.P5,False
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Broad money (% of GDP),0.5347988923781675,FX.OWN.TOTL.MA.ZS,FM.LBL.BMNY.GD.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",Women Business and the Law Index Score (scale 1-100),0.5345213269211792,FX.OWN.TOTL.SO.ZS,SG.LAW.INDX,False
Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),Broad money (% of GDP),0.5326477370375818,FX.OWN.TOTL.ZS,FM.LBL.BMNY.GD.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)","Commercial bank branches (per 100,000 adults)",0.5325362494835648,FX.OWN.TOTL.60.ZS,FB.CBK.BRCH.P5,False
"Inflation, GDP deflator (annual %)",Real interest rate (%),0.5289356844515388,NY.GDP.DEFL.KD.ZG,FR.INR.RINR,False
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",Women who were first married by age 18 (% of women ages 20-24),0.5271683318883464,FX.OWN.TOTL.60.ZS,SP.M18.2024.FE.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)","Commercial bank branches (per 100,000 adults)",0.5271577973853944,FX.OWN.TOTL.40.ZS,FB.CBK.BRCH.P5,False
