Indicator Code,Indicator Name,Topic,Coarse_Topic
EG.ELC.HYRO.ZS,Electricity production from hydroelectric sources (% of total),Environment: Energy production & use,Environment & Climate
EG.ELC.LOSS.ZS,Electric power transmission and distribution losses (% of output),Environment: Energy production & use,Environment & Climate
EG.ELC.NGAS.ZS,Electricity production from natural gas sources (% of total),Environment: Energy production & use,Environment & Climate
EG.ELC.NUCL.ZS,Electricity production from nuclear sources (% of total),Environment: Energy production & use,Environment & Climate
EG.ELC.PETR.ZS,Electricity production from oil sources (% of total),Environment: Energy production & use,Environment & Climate
EG.ELC.RNEW.ZS,Renewable electricity output (% of total electricity output),Environment: Energy production & use,Environment & Climate
EG.ELC.RNWX.KH,"Electricity production from renewable sources, excluding hydroelectric (kWh)",Environment: Energy production & use,Environment & Climate
EG.ELC.RNWX.ZS,"Electricity production from renewable sources, excluding hydroelectric (% of total)",Environment: Energy production & use,Environment & Climate
EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Environment: Energy production & use,Environment & Climate
EG.GDP.PUSE.KO.PP,GDP per unit of energy use (PPP $ per kg of oil equivalent),Environment: Energy production & use,Environment & Climate
EG.GDP.PUSE.KO.PP.KD,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),Environment: Energy production & use,Environment & Climate
EG.IMP.CONS.ZS,"Energy imports, net (% of energy use)",Environment: Energy production & use,Environment & Climate
EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),Environment: Energy production & use,Environment & Climate
EG.USE.COMM.FO.ZS,Fossil fuel energy consumption (% of total),Environment: Energy production & use,Environment & Climate
EG.USE.COMM.GD.PP.KD,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",Environment: Energy production & use,Environment & Climate
EG.USE.CRNW.ZS,Combustible renewables and waste (% of total energy),Environment: Energy production & use,Environment & Climate
EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),Environment: Energy production & use,Environment & Climate
EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),Environment: Energy production & use,Environment & Climate
EN.ATM.PM25.MC.M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Environment: Emissions,Environment & Climate
EN.ATM.PM25.MC.T1.ZS,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",Environment: Emissions,Environment & Climate
EN.ATM.PM25.MC.T2.ZS,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",Environment: Emissions,Environment & Climate
EN.ATM.PM25.MC.T3.ZS,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",Environment: Emissions,Environment & Climate
EN.ATM.PM25.MC.ZS,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",Environment: Emissions,Environment & Climate
EN.BIR.THRD.NO,"Bird species, threatened",Environment: Biodiversity & protected areas,Environment & Climate
EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),Environment: Land use,Environment & Climate
EN.CLC.MDAT.ZS,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",Environment: Land use,Environment & Climate
EN.FSH.THRD.NO,"Fish species, threatened",Environment: Biodiversity & protected areas,Environment & Climate
EN.GHG.ALL.LU.MT.CE.AR5,Total greenhouse gas emissions including LULUCF (Mt CO2e),Climate,Environment & Climate
EN.GHG.ALL.MT.CE.AR5,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),Climate,Environment & Climate
EN.GHG.ALL.PC.CE.AR5,Total greenhouse gas emissions per capita excluding LULUCF (t CO2e/capita),Climate,Environment & Climate
EN.GHG.CH4.AG.MT.CE.AR5,Methane (CH4) emissions from Agriculture (Mt CO2e),Climate,Environment & Climate
EN.GHG.CH4.BU.MT.CE.AR5,Methane (CH4) emissions from Building (Energy) (Mt CO2e),Climate,Environment & Climate
EN.GHG.CH4.FE.MT.CE.AR5,Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),Climate,Environment & Climate
EN.GHG.CH4.IC.MT.CE.AR5,Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),Climate,Environment & Climate
EN.GHG.CH4.IP.MT.CE.AR5,Methane (CH4) emissions from Industrial Processes (Mt CO2e),Climate,Environment & Climate
EN.GHG.CH4.MT.CE.AR5,Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),Climate,Environment & Climate
EN.GHG.CH4.PI.MT.CE.AR5,Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),Climate,Environment & Climate
EN.GHG.CH4.TR.MT.CE.AR5,Methane (CH4) emissions from Transport (Energy) (Mt CO2e),Climate,Environment & Climate
EN.GHG.CH4.WA.MT.CE.AR5,Methane (CH4) emissions from Waste (Mt CO2e),Climate,Environment & Climate
EN.GHG.CH4.ZG.AR5,Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),Climate,Environment & Climate
EN.GHG.CO2.AG.MT.CE.AR5,Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),Climate,Environment & Climate
EN.GHG.CO2.BU.MT.CE.AR5,Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),Climate,Environment & Climate
EN.GHG.CO2.FE.MT.CE.AR5,Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),Climate,Environment & Climate
EN.GHG.CO2.IC.MT.CE.AR5,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),Climate,Environment & Climate
EN.GHG.CO2.IP.MT.CE.AR5,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),Climate,Environment & Climate
EN.GHG.CO2.LU.DF.MT.CE.AR5,Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),Climate,Environment & Climate
EN.GHG.CO2.LU.FL.MT.CE.AR5,Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),Climate,Environment & Climate
EN.GHG.CO2.LU.MT.CE.AR5,Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),Climate,Environment & Climate
EN.GHG.CO2.LU.OL.MT.CE.AR5,Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e),Climate,Environment & Climate
EN.GHG.CO2.LU.OS.MT.CE.AR5,Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),Climate,Environment & Climate
EN.GHG.CO2.MT.CE.AR5,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),Climate,Environment & Climate
EN.GHG.CO2.PC.CE.AR5,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),Climate,Environment & Climate
EN.GHG.CO2.PI.MT.CE.AR5,Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),Climate,Environment & Climate
EN.GHG.CO2.RT.GDP.KD,Carbon intensity of GDP (kg CO2e per constant 2021 US$ of GDP),Climate,Environment & Climate
EN.GHG.CO2.RT.GDP.PP.KD,Carbon intensity of GDP (kg CO2e per 2021 PPP $),Climate,Environment & Climate
EN.GHG.CO2.TR.MT.CE.AR5,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),Climate,Environment & Climate
EN.GHG.CO2.WA.MT.CE.AR5,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),Climate,Environment & Climate
EN.GHG.CO2.ZG.AR5,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),Climate,Environment & Climate
EN.GHG.FGAS.IP.MT.CE.AR5,Fluorinated greenhouse gases (F-gases) emissions from Industrial Processes (Mt CO2e),Climate,Environment & Climate
EN.GHG.N2O.AG.MT.CE.AR5,Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),Climate,Environment & Climate
EN.GHG.N2O.BU.MT.CE.AR5,Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),Climate,Environment & Climate
EN.GHG.N2O.FE.MT.CE.AR5,Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),Climate,Environment & Climate
EN.GHG.N2O.IC.MT.CE.AR5,Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),Climate,Environment & Climate
EN.GHG.N2O.IP.MT.CE.AR5,Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),Climate,Environment & Climate
EN.GHG.N2O.MT.CE.AR5,Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),Climate,Environment & Climate
EN.GHG.N2O.PI.MT.CE.AR5,Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),Climate,Environment & Climate
EN.GHG.N2O.TR.MT.CE.AR5,Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),Climate,Environment & Climate
EN.GHG.N2O.WA.MT.CE.AR5,Nitrous oxide (N2O) emissions from Waste (Mt CO2e),Climate,Environment & Climate
EN.GHG.N2O.ZG.AR5,Nitrous oxide (N2O) emissions (total) excluding LULUCF (% change from 1990),Climate,Environment & Climate
EN.GHG.TOT.ZG.AR5,Total greenhouse gas emissions excluding LULUCF (% change from 1990),Climate,Environment & Climate
EN.HPT.THRD.NO,"Plant species (higher), threatened",Environment: Biodiversity & protected areas,Environment & Climate
EN.MAM.THRD.NO,"Mammal species, threatened",Environment: Biodiversity & protected areas,Environment & Climate
EN.POP.DNST,Population density (people per sq. km of land area),Environment: Density & urbanization,Environment & Climate
EN.POP.EL5M.RU.ZS,Rural population living in areas where elevation is below 5 meters (% of total population),Environment: Land use,Environment & Climate
EN.POP.EL5M.UR.ZS,Urban population living in areas where elevation is below 5 meters (% of total population),Environment: Land use,Environment & Climate
EN.POP.EL5M.ZS,Population living in areas where elevation is below 5 meters (% of total population),Environment: Land use,Environment & Climate
EN.POP.SLUM.UR.ZS,Population living in slums (% of urban population),Environment: Density & urbanization,Environment & Climate
EN.URB.LCTY,Population in largest city,Environment: Density & urbanization,Environment & Climate
EN.URB.LCTY.UR.ZS,Population in the largest city (% of urban population),Environment: Density & urbanization,Environment & Climate
EN.URB.MCTY,Population in urban agglomerations of more than 1 million,Environment: Density & urbanization,Environment & Climate
EN.URB.MCTY.TL.ZS,Population in urban agglomerations of more than 1 million (% of total population),Environment: Density & urbanization,Environment & Climate
ER.FSH.AQUA.MT,Aquaculture production (metric tons),Environment: Agricultural production,Environment & Climate
ER.FSH.CAPT.MT,Capture fisheries production (metric tons),Environment: Agricultural production,Environment & Climate
ER.FSH.PROD.MT,Total fisheries production (metric tons),Environment: Agricultural production,Environment & Climate
ER.GDP.FWTL.M3.KD,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",Environment: Freshwater,Environment & Climate
ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",Environment: Freshwater,Environment & Climate
ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",Environment: Freshwater,Environment & Climate
ER.H2O.FWIN.ZS,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",Environment: Freshwater,Environment & Climate
ER.H2O.FWST.ZS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,Environment: Freshwater,Environment & Climate
ER.H2O.FWTL.K3,"Annual freshwater withdrawals, total (billion cubic meters)",Environment: Freshwater,Environment & Climate
ER.H2O.FWTL.ZS,"Annual freshwater withdrawals, total (% of internal resources)",Environment: Freshwater,Environment & Climate
ER.H2O.INTR.K3,"Renewable internal freshwater resources, total (billion cubic meters)",Environment: Freshwater,Environment & Climate
ER.H2O.INTR.PC,Renewable internal freshwater resources per capita (cubic meters),Environment: Freshwater,Environment & Climate
ER.LND.PTLD.ZS,Terrestrial protected areas (% of total land area),Environment: Biodiversity & protected areas,Environment & Climate
ER.MRN.PTMR.ZS,Marine protected areas (% of territorial waters),Environment: Biodiversity & protected areas,Environment & Climate
ER.PTD.TOTL.ZS,Terrestrial and marine protected areas (% of total territorial area),Environment: Biodiversity & protected areas,Environment & Climate
FB.AST.NPER.ZS,Bank nonperforming loans to total gross loans (%),Financial Sector: Assets,Other
FB.ATM.TOTL.P5,"Automated teller machines (ATMs) (per 100,000 adults)",Financial Sector: Access,Other
FB.BNK.CAPA.ZS,Bank capital to assets ratio (%),Financial Sector: Assets,Other
FB.CBK.BRCH.P5,"Commercial bank branches (per 100,000 adults)",Financial Sector: Access,Other
FB.CBK.BRWR.P3,"Borrowers from commercial banks (per 1,000 adults)",Financial Sector: Access,Other
FB.CBK.DPTR.P3,"Depositors with commercial banks (per 1,000 adults)",Financial Sector: Access,Other
FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP),Financial Sector: Assets,Other
FD.RES.LIQU.AS.ZS,Bank liquid reserves to bank assets ratio (%),Financial Sector: Assets,Other
FI.RES.TOTL.CD,"Total reserves (includes gold, current US$)",Economic Policy & Debt: Balance of payments: Reserves & other items,Economy & Finance
FI.RES.TOTL.DT.ZS,Total reserves (% of total external debt),Economic Policy & Debt: Balance of payments: Reserves & other items,Economy & Finance
FI.RES.TOTL.MO,Total reserves in months of imports,Economic Policy & Debt: Balance of payments: Reserves & other items,Economy & Finance
FI.RES.XGLD.CD,Total reserves minus gold (current US$),Economic Policy & Debt: Balance of payments: Reserves & other items,Economy & Finance
FM.AST.CGOV.ZG.M3,Claims on central government (annual growth as % of broad money),Financial Sector: Assets,Other
